Date,Balance,KMeans_Cluster,KMeans_Core_Label,KMeans_Core_Probability
2016-12-31,10000.0,0,1,1
2017-01-01,9805.490428338524,0,1,1
2017-01-02,9666.725902874894,0,1,1
2017-01-03,9790.764802317157,0,1,1
2017-01-04,9823.080103458042,0,1,1
2017-01-05,9857.705993614012,0,1,1
2017-01-06,9878.315111927655,0,1,1
2017-01-07,9779.91607411131,0,1,1
2017-01-08,9679.879175896767,0,1,1
2017-01-09,9720.027201442645,0,1,1
2017-01-10,9699.437221351252,0,1,1
2017-01-11,9674.585102249102,0,1,1
2017-01-12,9683.164668811243,0,1,1
2017-01-13,9691.541205437265,0,1,1
2017-01-14,9595.873656112271,0,1,1
2017-01-15,9510.98045073734,0,1,1
2017-01-16,9551.56491014066,0,1,1
2017-01-17,9678.755302408284,0,1,1
2017-01-18,9706.215696382844,0,1,1
2017-01-19,10121.525685733206,0,1,1
2017-01-20,10240.351540899876,0,1,1
2017-01-21,10133.96540386214,0,1,1
2017-01-22,10039.14177112627,0,1,1
2017-01-23,10163.878204920326,0,1,1
2017-01-24,10347.539826089416,0,1,1
2017-01-25,10559.755912326063,0,1,1
2017-01-26,10695.651424386217,0,1,1
2017-01-27,10785.319897762738,0,1,1
2017-01-28,10716.022638073542,0,1,1
2017-01-29,10589.720901875891,0,1,1
2017-01-30,10597.537400447134,0,1,1
2017-01-31,10582.133288473284,0,1,1
2017-02-01,10319.741494242731,0,1,1
2017-02-02,10307.98304206539,0,1,1
2017-02-03,10279.797085005182,0,1,1
2017-02-04,10200.045671876183,0,1,1
2017-02-05,10106.653065336834,0,1,1
2017-02-06,10124.89044124474,0,1,1
2017-02-07,10127.243960458576,0,1,1
2017-02-08,10102.746918845934,0,1,1
2017-02-09,10000.444803419765,0,1,1
2017-02-10,10005.835215699351,0,1,1
2017-02-11,9921.92095578102,0,1,1
2017-02-12,9834.2340170537,0,1,1
2017-02-13,9845.47941676484,0,1,1
2017-02-14,9840.08255076959,0,1,1
2017-02-15,9837.683203276054,0,1,1
2017-02-16,10079.577715338875,0,1,1
2017-02-17,10087.307915084071,0,1,1
2017-02-18,10003.293164636283,0,1,1
2017-02-19,9925.66968552726,0,1,1
2017-02-20,10130.010292531584,0,1,1
2017-02-21,10172.890335295231,0,1,1
2017-02-22,10213.347201246725,0,1,1
2017-02-23,10627.601438040105,0,1,1
2017-02-24,10809.85835237983,0,1,1
2017-02-25,10714.033695080236,0,1,1
2017-02-26,10609.224611577789,0,1,1
2017-02-27,10750.869305468128,0,1,1
2017-02-28,10969.76592156215,0,1,1
2017-03-01,10852.236475437716,0,1,1
2017-03-02,10823.145500997289,0,1,1
2017-03-03,10777.809755247848,0,1,1
2017-03-04,10656.451140058083,0,1,1
2017-03-05,10545.70689036869,0,1,1
2017-03-06,10603.250978436226,0,1,1
2017-03-07,10629.861935718362,0,1,1
2017-03-08,10581.622766128634,0,1,1
2017-03-09,10553.872667121072,0,1,1
2017-03-10,10534.691727979,0,1,1
2017-03-11,10499.776851017314,0,1,1
2017-03-12,10398.707286759003,0,1,1
2017-03-13,10394.97985757528,0,1,1
2017-03-14,10385.46846252526,0,1,1
2017-03-15,10370.670205071769,0,1,1
2017-03-16,10425.243845359064,0,1,1
2017-03-17,10414.459630384765,0,1,1
2017-03-18,10321.49062501514,0,1,1
2017-03-19,10229.692338241404,0,1,1
2017-03-20,10360.698106083995,0,1,1
2017-03-21,10329.99036443742,0,1,1
2017-03-22,10404.93578952682,0,1,1
2017-03-23,10878.346984002714,0,1,1
2017-03-24,11103.328328181728,0,1,1
2017-03-25,10989.278795263648,0,1,1
2017-03-26,10892.49594249633,0,1,1
2017-03-27,10945.545404739998,0,1,1
2017-03-28,11030.206094627349,0,1,1
2017-03-29,11033.118319275036,0,1,1
2017-03-30,11113.388003861884,0,1,1
2017-03-31,11225.416675891818,0,1,1
2017-04-01,11007.8416349353,0,1,1
2017-04-02,10883.002136415846,0,1,1
2017-04-03,10910.143917569863,0,1,1
2017-04-04,10868.10765538453,0,1,1
2017-04-05,10868.430399288382,0,1,1
2017-04-06,10871.7599118535,0,1,1
2017-04-07,10870.695808316212,0,1,1
2017-04-08,10809.255627277533,0,1,1
2017-04-09,10708.751777016832,0,1,1
2017-04-10,10705.194332071129,0,1,1
2017-04-11,10675.26397974173,0,1,1
2017-04-12,10635.72801932221,0,1,1
2017-04-13,10622.08518380847,0,1,1
2017-04-14,10621.52728393141,0,1,1
2017-04-15,10533.361982082932,0,1,1
2017-04-16,10449.237471586415,0,1,1
2017-04-17,10453.862161913066,0,1,1
2017-04-18,10424.407853456418,0,1,1
2017-04-19,10543.33149219913,0,1,1
2017-04-20,10547.295774018134,0,1,1
2017-04-21,10849.113664768012,0,1,1
2017-04-22,10784.865704337488,0,1,1
2017-04-23,10704.18363037129,0,1,1
2017-04-24,10623.84945071933,0,1,1
2017-04-25,10699.516093316508,0,1,1
2017-04-26,10793.631340104335,0,1,1
2017-04-27,10850.042818170925,0,1,1
2017-04-28,11046.875394122731,0,1,1
2017-04-29,10936.213539968943,0,1,1
2017-04-30,10862.127458632249,0,1,1
2017-05-01,10542.308510492756,0,1,1
2017-05-02,10561.65019908946,0,1,1
2017-05-03,10543.109091106677,0,1,1
2017-05-04,10516.999312387185,0,1,1
2017-05-05,10539.621050557162,0,1,1
2017-05-06,10434.316652510955,0,1,1
2017-05-07,10335.347778934378,0,1,1
2017-05-08,10344.525593741737,0,1,1
2017-05-09,10315.38464687746,0,1,1
2017-05-10,10217.423158135918,0,1,1
2017-05-11,10215.83880038702,0,1,1
2017-05-12,10208.078838616197,0,1,1
2017-05-13,10115.010357401656,0,1,1
2017-05-14,9963.236051562077,0,1,1
2017-05-15,9971.676565034822,0,1,1
2017-05-16,9964.039454919664,0,1,1
2017-05-17,10095.441748995418,0,1,1
2017-05-18,10083.400363413377,0,1,1
2017-05-19,10062.792331998824,0,1,1
2017-05-20,9972.405340077075,0,1,1
2017-05-21,9885.242477732138,0,1,1
2017-05-22,9963.333805608752,0,1,1
2017-05-23,9957.971223657036,0,1,1
2017-05-24,10011.320088605022,0,1,1
2017-05-25,10552.288714994282,0,1,1
2017-05-26,10656.026779780665,0,1,1
2017-05-27,10550.467160457056,0,1,1
2017-05-28,10456.50666855598,0,1,1
2017-05-29,10481.902150052068,0,1,1
2017-05-30,10516.37484561634,0,1,1
2017-05-31,10569.209492299706,0,1,1
2017-06-01,10457.424763158402,0,1,1
2017-06-02,10468.531500477267,0,1,1
2017-06-03,10350.922590143944,0,1,1
2017-06-04,10241.640336269797,0,1,1
2017-06-05,10303.380636162225,0,1,1
2017-06-06,10324.187510327358,0,1,1
2017-06-07,10328.300249988122,0,1,1
2017-06-08,10381.205004453106,0,1,1
2017-06-09,10345.015036287625,0,1,1
2017-06-10,10234.39361094487,0,1,1
2017-06-11,10140.709382041676,0,1,1
2017-06-12,10008.65955578106,0,1,1
2017-06-13,10200.34292882751,0,1,1
2017-06-14,10202.55162408058,0,1,1
2017-06-15,10619.00759855991,0,1,1
2017-06-16,10871.44045457269,0,1,1
2017-06-17,10752.889896614388,0,1,1
2017-06-18,10693.197840188745,0,1,1
2017-06-19,10731.518911550624,0,1,1
2017-06-20,10852.548860637567,0,1,1
2017-06-21,10945.24223729104,0,1,1
2017-06-22,11103.036634559156,0,1,1
2017-06-23,11256.922209467752,0,1,1
2017-06-24,11161.988376277672,0,1,1
2017-06-25,11095.71857116928,0,1,1
2017-06-26,11022.792790944755,0,1,1
2017-06-27,10919.65961738265,0,1,1
2017-06-28,10936.26668080931,0,1,1
2017-06-29,10915.172588216396,0,1,1
2017-06-30,10986.4639430428,0,1,1
2017-07-01,10774.037754308178,0,1,1
2017-07-02,10650.849560596738,0,1,1
2017-07-03,10682.792830213348,0,1,1
2017-07-04,10641.160243228933,0,1,1
2017-07-05,10655.408230530646,0,1,1
2017-07-06,10585.36655942476,0,1,1
2017-07-07,10566.021648066577,0,1,1
2017-07-08,10469.524647919716,0,1,1
2017-07-09,10376.48883969449,0,1,1
2017-07-10,10362.838552854626,0,1,1
2017-07-11,10355.749282566358,0,1,1
2017-07-12,10304.699220356237,0,1,1
2017-07-13,10551.760348566337,0,1,1
2017-07-14,10531.657604178738,0,1,1
2017-07-15,10448.070106865,0,1,1
2017-07-16,10375.577481699516,0,1,1
2017-07-17,10390.29035126096,0,1,1
2017-07-18,10370.063516041124,0,1,1
2017-07-19,10493.005326505949,0,1,1
2017-07-20,11078.82406823643,0,1,1
2017-07-21,11074.357340359944,0,1,1
2017-07-22,11014.988784298068,0,1,1
2017-07-23,10938.31818052675,0,1,1
2017-07-24,11010.808115106423,0,1,1
2017-07-25,11509.128922962958,0,1,1
2017-07-26,11544.61182533416,0,1,1
2017-07-27,11593.060518945533,0,1,1
2017-07-28,11720.328538296617,0,1,1
2017-07-29,11606.844559440264,0,1,1
2017-07-30,11514.859908791532,0,1,1
2017-07-31,11599.0728074146,0,1,1
2017-08-01,11502.656548351528,0,1,1
2017-08-02,11478.393985151506,0,1,1
2017-08-03,11455.887254595453,0,1,1
2017-08-04,11760.05587120238,0,1,1
2017-08-05,11660.294933508616,0,1,1
2017-08-06,11564.924352347964,0,1,1
2017-08-07,11621.188938923324,0,1,1
2017-08-08,11586.818745934155,0,1,1
2017-08-09,11537.518952392162,0,1,1
2017-08-10,11736.75291071588,0,1,1
2017-08-11,11731.133996247016,0,1,1
2017-08-12,11631.471411700511,0,1,1
2017-08-13,11550.950209658038,0,1,1
2017-08-14,11548.068053906276,0,1,1
2017-08-15,11549.33417552104,0,1,1
2017-08-16,11600.54602463181,0,1,1
2017-08-17,11605.297230653783,0,1,1
2017-08-18,11722.186533405564,0,1,1
2017-08-19,11639.57391606614,0,1,1
2017-08-20,11553.199324716106,0,1,1
2017-08-21,11542.274597460102,0,1,1
2017-08-22,11568.217611022272,0,1,1
2017-08-23,11569.126101041526,0,1,1
2017-08-24,12009.572093668288,0,1,1
2017-08-25,12212.2665141097,0,1,1
2017-08-26,12121.824162347031,0,1,1
2017-08-27,12027.951566671709,0,1,1
2017-08-28,12120.603026113056,0,1,1
2017-08-29,12158.250408945913,0,1,1
2017-08-30,12315.99881556438,0,1,1
2017-08-31,12228.429102121703,0,1,1
2017-09-01,11964.422796861449,0,1,1
2017-09-02,11923.394950248645,0,1,1
2017-09-03,11833.523274058014,0,1,1
2017-09-04,11713.94987269572,0,1,1
2017-09-05,11843.76161189299,0,1,1
2017-09-06,11848.10114764154,0,1,1
2017-09-07,11989.676049525677,0,1,1
2017-09-08,11960.467268533996,0,1,1
2017-09-09,11862.216578551548,0,1,1
2017-09-10,11772.68301696991,0,1,1
2017-09-11,11775.29063666325,0,1,1
2017-09-12,11729.98277455364,0,1,1
2017-09-13,11711.829390571798,0,1,1
2017-09-14,11906.298791195664,0,1,1
2017-09-15,11957.422149931344,0,1,1
2017-09-16,11875.87021712272,0,1,1
2017-09-17,11763.89287784434,0,1,1
2017-09-18,11760.35001259201,0,1,1
2017-09-19,11904.63576613296,0,1,1
2017-09-20,11918.552460678837,0,1,1
2017-09-21,11984.653907670883,0,1,1
2017-09-22,11922.81078230384,0,1,1
2017-09-23,11837.717944888209,0,1,1
2017-09-24,11759.858077658504,0,1,1
2017-09-25,12317.5274155146,0,1,1
2017-09-26,12369.153674646775,0,1,1
2017-09-27,12420.995472850247,0,1,1
2017-09-28,12530.142992497522,0,1,1
2017-09-29,12638.654937156016,0,1,1
2017-09-30,12555.35413761761,0,1,1
2017-10-01,12322.980655287272,0,1,1
2017-10-02,12325.057549243107,0,1,1
2017-10-03,12286.98128884056,0,1,1
2017-10-04,12271.713317330134,0,1,1
2017-10-05,12292.093404906182,0,1,1
2017-10-06,12297.83086321053,0,1,1
2017-10-07,12197.258288726402,0,1,1
2017-10-08,12094.599828909551,0,1,1
2017-10-09,12209.366374220906,0,1,1
2017-10-10,12192.418767166446,0,1,1
2017-10-11,12539.94954957626,0,1,1
2017-10-12,12506.614312254918,0,1,1
2017-10-13,12544.320005134256,0,1,1
2017-10-14,12438.438276485364,0,1,1
2017-10-15,12350.89693112083,0,1,1
2017-10-16,12356.83144444404,0,1,1
2017-10-17,12337.41732638324,0,1,1
2017-10-18,12252.837566902446,0,1,1
2017-10-19,12249.405180596985,0,1,1
2017-10-20,12253.573052483904,0,1,1
2017-10-21,12157.026774334145,0,1,1
2017-10-22,12087.824242638222,0,1,1
2017-10-23,12100.885655826578,0,1,1
2017-10-24,12120.823776499778,0,1,1
2017-10-25,12270.582971900178,0,1,1
2017-10-26,12175.602292635009,0,1,1
2017-10-27,12301.583039770963,0,1,1
2017-10-28,12216.284675840265,0,1,1
2017-10-29,12108.182161165476,0,1,1
2017-10-30,12179.917889175807,0,1,1
2017-10-31,12252.506822701753,0,1,1
2017-11-01,12157.804590028274,0,1,1
2017-11-02,12161.71939288559,0,1,1
2017-11-03,12157.88810357151,0,1,1
2017-11-04,12057.823973809098,0,1,1
2017-11-05,11958.133577694834,0,1,1
2017-11-06,11987.180650269622,0,1,1
2017-11-07,12003.599109513763,0,1,1
2017-11-08,11964.285564636735,0,1,1
2017-11-09,12011.53014913022,0,1,1
2017-11-10,11995.519593354802,0,1,1
2017-11-11,11884.675806078354,0,1,1
2017-11-12,11788.099848364338,0,1,1
2017-11-13,11781.939989537366,0,1,1
2017-11-14,11772.223771654537,0,1,1
2017-11-15,11781.388560355055,0,1,1
2017-11-16,11758.208945758155,0,1,1
2017-11-17,11745.933120827269,0,1,1
2017-11-18,11661.768331737148,0,1,1
2017-11-19,11583.036434289028,0,1,1
2017-11-20,11739.29048811582,0,1,1
2017-11-21,11726.092047098917,0,1,1
2017-11-22,11759.19120005902,0,1,1
2017-11-23,12169.608123761656,0,1,1
2017-11-24,12450.777257033174,0,1,1
2017-11-25,12362.869171801756,0,1,1
2017-11-26,12276.920388053912,0,1,1
2017-11-27,12343.560955280109,0,1,1
2017-11-28,12433.991229152689,0,1,1
2017-11-29,12466.883594395826,0,1,1
2017-11-30,12593.709077391575,0,1,1
2017-12-01,12312.35048605565,0,1,1
2017-12-02,12188.310096134444,0,1,1
2017-12-03,12081.034895231787,0,1,1
2017-12-04,12175.019122532196,0,1,1
2017-12-05,12190.527754802337,0,1,1
2017-12-06,12183.286107708858,0,1,1
2017-12-07,12218.770491653891,0,1,1
2017-12-08,12428.74702896335,0,1,1
2017-12-09,12330.186644574658,0,1,1
2017-12-10,12240.492046021876,0,1,1
2017-12-11,12227.586690420005,0,1,1
2017-12-12,12182.911359411792,0,1,1
2017-12-13,12141.50484346062,0,1,1
2017-12-14,12104.829762630365,0,1,1
2017-12-15,12140.65843248914,0,1,1
2017-12-16,12051.408024090466,0,1,1
2017-12-17,11969.619823332734,0,1,1
2017-12-18,12035.393496752047,0,1,1
2017-12-19,12191.548082036115,0,1,1
2017-12-20,12294.715142770418,0,1,1
2017-12-21,12740.2968614781,0,1,1
2017-12-22,12974.075632438717,0,1,1
2017-12-23,12881.444480639451,0,1,1
2017-12-24,12777.376852648862,0,1,1
2017-12-25,12674.705341968953,0,1,1
2017-12-26,12682.172274961278,0,1,1
2017-12-27,12724.833262142063,0,1,1
2017-12-28,12782.972850751594,0,1,1
2017-12-29,12915.005913725028,0,1,1
2017-12-30,12840.352901061366,0,1,1
2017-12-31,12790.624067817203,0,1,1
2018-01-01,12567.178155848676,0,1,1
2018-01-02,12583.173006739631,0,1,1
2018-01-03,12582.504800971788,0,1,1
2018-01-04,12563.469557126393,0,1,1
2018-01-05,12596.20246771876,0,1,1
2018-01-06,12484.629024209147,0,1,1
2018-01-07,12387.516557122255,0,1,1
2018-01-08,12540.559398753545,0,1,1
2018-01-09,12508.995478351228,0,1,1
2018-01-10,12477.444823603368,0,1,1
2018-01-11,12521.068644570592,0,1,1
2018-01-12,12470.69434506911,0,1,1
2018-01-13,12374.687966469884,0,1,1
2018-01-14,12281.686373956263,0,1,1
2018-01-15,12308.297170708842,0,1,1
2018-01-16,12305.597538845135,0,1,1
2018-01-17,12426.789926746584,0,1,1
2018-01-18,12413.225567033223,0,1,1
2018-01-19,12419.101044661737,0,1,1
2018-01-20,12318.462678290138,0,1,1
2018-01-21,12226.780587684283,0,1,1
2018-01-22,12279.003916499263,0,1,1
2018-01-23,12267.160978280654,0,1,1
2018-01-24,12326.479463131263,0,1,1
2018-01-25,12894.410813666876,0,1,1
2018-01-26,13038.764886367217,0,1,1
2018-01-27,12936.284703826072,0,1,1
2018-01-28,12841.699016086375,0,1,1
2018-01-29,12456.648952635172,0,1,1
2018-01-30,13123.275349298709,0,1,1
2018-01-31,13026.32397000149,0,1,1
2018-02-01,12755.381618930229,0,1,1
2018-02-02,12919.465274968974,0,1,1
2018-02-03,12784.107254872191,0,1,1
2018-02-04,12688.325767022134,0,1,1
2018-02-05,12890.568728953762,0,1,1
2018-02-06,12886.91503603022,0,1,1
2018-02-07,12896.958951079883,0,1,1
2018-02-08,13272.083800141934,0,1,1
2018-02-09,13283.951062328675,0,1,1
2018-02-10,13153.44454449744,0,1,1
2018-02-11,13027.628845493706,0,1,1
2018-02-12,13106.927618285295,0,1,1
2018-02-13,13162.94559500852,0,1,1
2018-02-14,13172.63271874942,0,1,1
2018-02-15,13315.442734753164,0,1,1
2018-02-16,13249.771571502057,0,1,1
2018-02-17,13184.306766978792,0,1,1
2018-02-18,13115.934567218472,0,1,1
2018-02-19,13085.04031700064,0,1,1
2018-02-20,13029.92248911199,0,1,1
2018-02-21,12979.544298609128,0,1,1
2018-02-22,12970.210734925971,0,1,1
2018-02-23,13066.852542351342,0,1,1
2018-02-24,12966.146123736366,0,1,1
2018-02-25,12886.394143945152,0,1,1
2018-02-26,13043.248326243349,0,1,1
2018-02-27,13160.385874657706,0,1,1
2018-02-28,13360.934601048262,0,1,1
2018-03-01,13326.88174928844,0,1,1
2018-03-02,13283.502960602367,0,1,1
2018-03-03,13148.46884361807,0,1,1
2018-03-04,13022.880594812576,0,1,1
2018-03-05,13061.845593330898,0,1,1
2018-03-06,13048.947617754857,0,1,1
2018-03-07,13036.644714740934,0,1,1
2018-03-08,13008.543256545365,0,1,1
2018-03-09,13006.377853157486,0,1,1
2018-03-10,12903.6396362128,0,1,1
2018-03-11,12806.924772106331,0,1,1
2018-03-12,12767.473356264374,0,1,1
2018-03-13,12732.161480326602,0,1,1
2018-03-14,12702.608049320672,0,1,1
2018-03-15,12760.162911747417,0,1,1
2018-03-16,12729.10375415756,0,1,1
2018-03-17,12633.893427623929,0,1,1
2018-03-18,12551.988423624683,0,1,1
2018-03-19,12622.285563095258,0,1,1
2018-03-20,12747.842044324265,0,1,1
2018-03-21,12745.722795618272,0,1,1
2018-03-22,13173.12736739829,0,1,1
2018-03-23,13536.351929235369,0,1,1
2018-03-24,13410.213558043652,0,1,1
2018-03-25,13320.26248959747,0,1,1
2018-03-26,13409.73740689394,0,1,1
2018-03-27,13465.036283805332,0,1,1
2018-03-28,13572.729783118612,0,1,1
2018-03-29,13627.20289153297,0,1,1
2018-03-30,13728.01119013671,0,1,1
2018-03-31,13632.993550128243,0,1,1
2018-04-01,13402.35985722237,0,1,1
2018-04-02,13394.055917714091,0,1,1
2018-04-03,13369.8189373094,0,1,1
2018-04-04,13371.573740343856,0,1,1
2018-04-05,13373.64711410734,0,1,1
2018-04-06,13371.869605876736,0,1,1
2018-04-07,13277.770700273592,0,1,1
2018-04-08,13175.934319267388,0,1,1
2018-04-09,13181.133081755415,0,1,1
2018-04-10,13157.737904577718,0,1,1
2018-04-11,13140.975329270075,0,1,1
2018-04-12,13122.330563659269,0,1,1
2018-04-13,13091.538222995188,0,1,1
2018-04-14,12997.652362377816,0,1,1
2018-04-15,12913.912180676163,0,1,1
2018-04-16,12927.695848937046,0,1,1
2018-04-17,12914.6529821963,0,1,1
2018-04-18,13042.488633766348,0,1,1
2018-04-19,13035.14918795813,0,1,1
2018-04-20,13048.494923689914,0,1,1
2018-04-21,12945.331287863224,0,1,1
2018-04-22,12879.2457166745,0,1,1
2018-04-23,12918.667761484789,0,1,1
2018-04-24,12969.21292309062,0,1,1
2018-04-25,13508.448709667304,0,1,1
2018-04-26,13589.564931797016,0,1,1
2018-04-27,13754.52701744863,0,1,1
2018-04-28,13664.96141056962,0,1,1
2018-04-29,13549.656679170788,0,1,1
2018-04-30,13708.043564617628,0,1,1
2018-05-01,13469.124879678142,0,1,1
2018-05-02,13457.78397978144,0,1,1
2018-05-03,13423.328054925278,0,1,1
2018-05-04,13428.682924987175,0,1,1
2018-05-05,13324.207240716072,0,1,1
2018-05-06,13219.36887974504,0,1,1
2018-05-07,13207.83359784846,0,1,1
2018-05-08,13190.360854738434,0,1,1
2018-05-09,13125.14811902808,0,1,1
2018-05-10,13334.359544681884,0,1,1
2018-05-11,13244.40690424526,0,1,1
2018-05-12,13148.546636099218,0,1,1
2018-05-13,13062.441969839469,0,1,1
2018-05-14,13144.99352034597,0,1,1
2018-05-15,13144.888177335695,0,1,1
2018-05-16,13154.2579327757,0,1,1
2018-05-17,13160.312069353193,0,1,1
2018-05-18,13289.37156799326,0,1,1
2018-05-19,13201.01515487527,0,1,1
2018-05-20,13107.431477495636,0,1,1
2018-05-21,13104.20211667374,0,1,1
2018-05-22,13170.850429332357,0,1,1
2018-05-23,13196.17834688226,0,1,1
